gig_id,artist_name,artist_mbid
g181117,Pražský výběr,a826967b-88e5-4475-b4ff-fdb0765cfa68
g181117,Noisecut,26f43a2e-f3f7-4856-840b-771c660db81e
g181117,Ho99o9,e0458faa-82b2-4011-b851-6a0ed1f5a0e6
g181117,Tittingur,de3a0866-54c9-4290-b90b-e55945627f0c
g190420,T-Fest,ad97a9c7-a9d0-41b2-94e4-0f2528380fd6
g151203,White Slaver,148f4bbf-8875-4f50-973f-032080d0dfa0
g151203,Lucidvox,4c378097-0908-4e4b-8bee-bf7a2a2c680a
g191109,The Glücks,5f7d5cac-796d-418a-9d7b-39f291ca30da
g191109,Italia 90,cd33f87d-1ce5-4f5d-8ff7-931db36e0f4a
g191109,empath,5033a37b-4c7c-4915-badd-7f1231291130
g160612,Lee Ranaldo Trio,6eb1f3f8-5c5a-41c2-a390-f397a2b824a3
g160612,Aerofall,6059c0e2-957f-4d72-a418-95169843fe12
g191206,Shht,d912278b-e726-4a01-9ec3-32601c2c50f0
g191206,Megative,2a5a74f7-9d89-4bf9-8377-d423c39f501a
g191206,Stats,07e4b4c1-d4aa-4330-8fc6-f4faff2753bd
g191206,Los Bitchos,685051dc-49ad-496a-acab-57ad1ad1e491
g200531,Молчат Дома,11bcbbf4-1252-496a-b747-06942f3d76db
g200615,Molto Morbidi,bff3e494-74c8-4862-b775-bd6021519a6e
g200620,BBCC,0609a502-8188-4e04-a833-2434f8811d44
g200621,Guillaume de Kadebostany,b56c59c6-2c3a-4ea8-a136-07036d9594e6
g210618,BBCC,0609a502-8188-4e04-a833-2434f8811d44
g210616,Molto Morbidi,bff3e494-74c8-4862-b775-bd6021519a6e
